Seed,Name,Perfection,Shield Strength,Health,LS Tanks,SP Power,Drain,Sprint
536,Nanite-Marked Dynamo,0.142,25%,,,14%,,
537,Polymorphous Generator,0,,,,,6%,
538,Haunted Diffuser,0.087,,33%,,13%,,
539,Relinquished Regulator,0,,,,,,10%
540,Writhing Generator,0.102,,,,,,30%
541,Released Dampener,0.296,,33%,65%,,,10%
542,Polymorphous Load Balancer,0.037,,,,12%,,
543,Relinquished Regulator,0.205,,33%,,,6%,28%
544,Watery Bulwark,0.072,,,35%,,,
545,Doomed Heat Sink,0.088,,,,27%,,
546,Doomed Shield Tanks,0.081,,,,25%,,
547,Relinquished Load Balancer,0.08,18%,,,,,
548,Writhing Harvester,0.25,,33%,,,,
549,Salvaged Harmoniser,0.314,23%,,73%,,,
550,Watery Regulator,0.24,34%,,,,,
551,Extinguished Load Balancer,0.25,,33%,,,,
552,Glassy Harmoniser,0.21,32%,33%,13%,,6%,
553,Rescued Capacitor,0.245,,,6%,66%,,18%
554,Aeronic Stasis Tank,0.192,19%,33%,,,,
555,Anomalous Harvester,0.631,,33%,107%,,8%,
556,Forsaken Shield Tanks,0.105,,,,,14%,
557,Forsaken Load Balancer,0.25,,33%,,,,
558,Aeronic Regulator,0.397,25%,33%,,13%,,41%
559,Extinguished Dynamo,0.103,31%,,10%,,,
560,Doomed Dampener,0.09,19%,,,,,
561,Rescued Harvester,0.366,32%,,,45%,,16%
562,Doomed Stabiliser,0.23,33%,,,,,
563,Anomalous Loom,0.007,,,8%,,,
564,Watery Generator,0.128,,,,39%,,
565,Nanite-Marked Energy Field,0.13,23%,,,,,
566,Non-compliant Turbine,0.142,,,,43%,,
567,Writhing Stabiliser,0.01,,,,4%,,
568,Salvaged Battery,0.24,34%,,,,,
569,Glassy Generator,0.079,,,,,12%,
570,Crimson Stasis Tank,0.029,,,17%,,,
571,Rescued Capacitor,0,,,,,6%,
572,Anomalous Loom,0.22,32%,,,,,
573,Cursed Shield Tanks,0.251,,,63%,,,29%
574,Rescued Stasis Tank,0.01,,,,,,12%
575,Glassy Harvester,0.015,,,,,,13%
576,Haunted Generator,0.053,,,,,10%,
577,Rescued Shield Tanks,0.091,,33%,12%,11%,6%,
578,Haunted Bulwark,0.014,,,11%,,,
579,Impossible Energy Field,0.049,,33%,,,7%,
580,Nanite-Marked Battery,0.236,,,,71%,,
581,Anointed Exhaust,0.25,,33%,,,,
582,Glassy Heat Sink,0.224,32%,33%,,10%,,11%
583,Non-compliant Stasis Tank,0.186,11%,,,37%,,
584,Non-compliant Capacitor,0.091,,,,28%,,
585,Non-compliant Dampener,0.01,,,,4%,,
586,Watery Generator,0.145,,,,,17%,
587,Forsaken Regulator,0.02,,,,6%,,10%
588,Forsaken Dynamo,0.178,,,79%,,,
589,Non-compliant Load Balancer,0.194,,,,,,48%
590,Doomed Regulator,0.069,,,16%,,,20%
591,Impossible Capacitor,0.385,23%,,71%,11%,,18%
592,Polymorphous Dynamo,0.206,,,,62%,,
593,Doomed Capacitor,0.17,27%,,,,,
594,Impossible Turbine,0.338,,33%,75%,,,
595,Nanite-Marked Regulator,0.031,,33%,6%,5%,,11%
596,Salvaged Heat Sink,0.191,,,72%,2%,,
597,Polymorphous Regulator,0.14,24%,,,,,
598,Doomed Diffuser,0.209,,,63%,,,16%
599,Rescued Diffuser,0.404,30%,33%,,,,
600,Nanite-Marked Bulwark,0.092,,,,,13%,
601,Non-compliant Stabiliser,0,,,,,6%,
602,Aeronic Exhaust,0.02,,,,7%,,
603,Rescued Stasis Tank,0.151,,,68%,,,
604,Glassy Bulwark,0.25,,33%,,,,
605,Impossible Dampener,0.24,34%,,,,,
606,Salvaged Battery,0.003,,,,2%,,
607,Rescued Turbine,0.414,,,108%,,,34%
608,Glassy Load Balancer,0.074,,,,23%,,
609,Non-compliant Dynamo,0.5,,33%,,,25%,
610,Impossible Energy Field,0,,,,,,10%
611,Nanite-Marked Turbine,0.02,12%,,,,,
612,Anointed Stasis Tank,0.065,,,19%,,8%,
613,Non-compliant Bulwark,0.296,31%,33%,,12%,8%,
614,Haunted Filter,0.056,,,,,,21%
615,Cursed Load Balancer,0.25,,33%,,,,
616,Impossible Stabiliser,0.061,,,,19%,,
617,Doomed Diffuser,0.026,,,16%,,,
618,Cursed Filter,0.25,,33%,,,,
619,Anomalous Shield Tanks,0.25,,33%,,,,
620,Watery Loom,0.25,,33%,,,,
621,Crimson Regulator,0.01,,33%,,,,10%
622,Writhing Turbine,0.271,33%,33%,20%,,7%,
623,Haunted Stabiliser,0.25,,33%,,,,
624,Watery Capacitor,0.137,,,62%,,,
625,Aeronic Shield Tanks,0.135,,,,41%,,
626,Forsaken Stabiliser,0.25,,33%,,,,
627,Glassy Harvester,0.362,,33%,,34%,8%,26%
628,Extinguished Harmoniser,0.07,,33%,,5%,6%,15%
629,Salvaged Turbine,0.101,,,,31%,,
630,Salvaged Capacitor,0,,,,,6%,
631,Rescued Harvester,0.237,31%,,45%,,,
632,Nanite-Marked Exhaust,0.243,,,,73%,,
633,Extinguished Loom,0.039,,,,,9%,
634,Forsaken Stabiliser,0.25,,33%,,,,
635,Relinquished Shield Tanks,0.436,34%,,,,13%,33%
636,Forsaken Shield Tanks,0.179,,,,,,45%
637,Anomalous Energy Field,0.01,,,,4%,,
638,Released Shield Tanks,0.02,12%,,,,,
639,Doomed Stabiliser,0.166,,,,50%,,
640,Haunted Bulwark,0.013,,,,,7%,
641,Rescued Bulwark,0.066,,,,,11%,
642,Impossible Harvester,0,,,,,,10%
643,Writhing Regulator,0.224,15%,33%,,,13%,18%
644,Cursed Generator,0.017,,,,6%,,
645,Polymorphous Harmoniser,0.432,32%,,,,,52%
646,Impossible Dynamo,0.17,33%,33%,9%,,,12%
647,Doomed Exhaust,0.151,,,68%,,,
648,Aeronic Capacitor,0,,,,,,10%
649,Forsaken Loom,0.24,,,,72%,,
650,Aeronic Energy Field,0.05,15%,,,,,
651,Anointed Dynamo,0.22,32%,,,,,
652,Doomed Bulwark,0.216,,,95%,,,
653,Aeronic Bulwark,0.311,34%,,61%,5%,,
654,Salvaged Dampener,0.13,23%,,,,,
655,Rescued Battery,0.163,,,,,,42%
656,Writhing Dynamo,0.25,,,,75%,,
657,Polymorphous Diffuser,0.289,34%,33%,,,8%,10%
658,Forsaken Heat Sink,0.197,,,,,21%,
659,Anomalous Bulwark,0.105,,,,,14%,
660,Anomalous Heat Sink,0.003,,,6%,,,10%
661,Doomed Dynamo,0.301,,,,,14%,43%
662,Nanite-Marked Loom,0.024,,,15%,,,
663,Haunted Shield Tanks,0.211,,,,,22%,
664,Doomed Dampener,0.153,,,,,,40%
665,Watery Dynamo,0.24,34%,,,,,
666,Extinguished Diffuser,0.05,,,26%,,,
667,Rescued Load Balancer,0.138,,,,,,37%
668,Polymorphous Stasis Tank,0.067,,,5%,,22%,
669,Doomed Turbine,0.164,31%,,,,,13%
670,Impossible Filter,0.026,,,,,8%,
671,Relinquished Stabiliser,0.01,,,,,,12%
672,Haunted Dynamo,0.139,,,63%,,,
673,Crimson Load Balancer,0.475,,33%,,,24%,
674,Rescued Dampener,0.25,,33%,,,,
675,Relinquished Energy Field,0.25,,33%,,,,
676,Impossible Harvester,0.211,,,,,22%,
677,Forsaken Filter,0.24,34%,,,,,
678,Anointed Harmoniser,0.026,,,,,8%,
679,Anomalous Loom,0.18,,,80%,,,
680,Non-compliant Turbine,0.215,,,35%,,22%,13%
681,Released Generator,0.097,,,,,,29%
682,Anointed Harmoniser,0.014,,,11%,,,
683,Impossible Bulwark,0.077,,,,,,25%
684,Forsaken Turbine,0.014,,,11%,,,
685,Released Stasis Tank,0.25,,33%,,,,
686,Haunted Harmoniser,0.112,,,,,,32%
687,Crimson Regulator,0.174,,,44%,,10%,
688,Crimson Filter,0.059,,33%,5%,,14%,11%
689,Forsaken Loom,0.105,,,,,14%,
690,Writhing Exhaust,0.23,33%,,,,,
691,Writhing Filter,0.184,,,,,20%,
692,Relinquished Capacitor,0.093,,,,24%,,10%
693,Nanite-Marked Exhaust,0.09,,33%,23%,,,
694,Anomalous Turbine,0.027,,33%,,4%,,
695,Anomalous Diffuser,0,,,,,6%,
696,Cursed Harvester,0.081,,33%,10%,,7%,17%
697,Glassy Generator,0.061,,,,,,22%
698,Glassy Loom,0.138,29%,,13%,,6%,
699,Non-compliant Stabiliser,0.218,26%,,,28%,,
700,Extinguished Capacitor,0.152,20%,,,15%,6%,
701,Writhing Battery,0.019,,33%,8%,,,10%
702,Writhing Harmoniser,0.066,,,,,11%,
703,Cursed Stasis Tank,0.087,,,,,,27%
704,Doomed Loom,0.01,,,,,,12%
705,Anomalous Stabiliser,0.375,,33%,,,20%,
706,Glassy Generator,0.01,11%,,,,,
707,Polymorphous Turbine,0.025,,,6%,,11%,
708,Watery Harmoniser,0.239,12%,,,21%,10%,24%
709,Aeronic Harvester,0.328,,,9%,75%,14%,
710,Haunted Turbine,0.228,33%,33%,15%,13%,,
711,Extinguished Capacitor,0.013,,,,,7%,
712,Anomalous Diffuser,0.134,33%,,7%,,6%,11%
713,Non-compliant Capacitor,0.21,31%,,,,,
714,Anointed Turbine,0.027,,,,9%,,
715,Writhing Load Balancer,0.2,,33%,,30%,,
716,Released Regulator,0.22,,,,66%,,
717,Writhing Loom,0,,,,,6%,
718,Impossible Exhaust,0.224,,,,,23%,
719,Doomed Dampener,0.026,,,,,8%,
720,Cursed Diffuser,0.24,,,,72%,,
721,Writhing Loom,0.105,,,,,14%,
722,Watery Harvester,0.25,,33%,,,,
723,Salvaged Dampener,0,,,5%,,,
724,Anomalous Shield Tanks,0.024,,,,8%,,
725,Forsaken Regulator,0.25,,33%,,,,
726,Doomed Stabiliser,0.069,,33%,15%,,6%,11%
727,Anointed Stasis Tank,0.036,,,,10%,,10%
728,Nanite-Marked Shield Tanks,0.263,32%,33%,,8%,7%,
729,Polymorphous Dynamo,0.044,,,,14%,,
730,Extinguished Harvester,0,,,,,6%,10%
731,Rescued Filter,0.01,,,9%,,,
732,Impossible Loom,0.25,,33%,,,,
733,Released Stabiliser,0.125,33%,,6%,2%,,16%
734,Polymorphous Harmoniser,0.063,,33%,,5%,6%,14%
735,Cursed Harmoniser,0.18,,33%,,27%,,
736,Writhing Bulwark,0.057,15%,,,,6%,
737,Salvaged Stabiliser,0.17,27%,,,,,
738,Salvaged Filter,0.241,33%,,,10%,8%,16%
739,Extinguished Battery,0.231,34%,,,,,20%
740,Aeronic Regulator,0.02,12%,,,,,
741,Extinguished Bulwark,0.24,34%,,,,,
742,Glassy Generator,0.095,,,,29%,,
743,Rescued Load Balancer,0.354,,,55%,32%,18%,
744,Aeronic Energy Field,0.005,,,,,,11%
745,Relinquished Load Balancer,0.121,,,28%,21%,,
746,Non-compliant Load Balancer,0.026,,,,,8%,
747,Writhing Shield Tanks,0.414,34%,33%,,,6%,
748,Writhing Stabiliser,0.118,,,,,15%,
749,Anomalous Heat Sink,0.24,34%,,,,,
750,Extinguished Regulator,0.159,,,71%,,,
751,Glassy Generator,0.202,21%,33%,,18%,,11%
752,Cursed Loom,0.485,,33%,108%,7%,,11%
753,Released Loom,0.07,17%,,,,,
754,Non-compliant Dynamo,0.481,34%,33%,,,,
755,Extinguished Harvester,0.275,,,98%,6%,,
756,Impossible Capacitor,0.24,,33%,,,,33%
757,Glassy Dynamo,0.25,,33%,,,,
758,Glassy Harmoniser,0.509,,33%,,55%,15%,
759,Relinquished Harmoniser,0.09,19%,,,,,
760,Rescued Dampener,0.024,,33%,,,6%,
761,Rescued Dynamo,0.244,32%,33%,17%,,7%,
762,Writhing Energy Field,0.14,24%,,,,,
763,Watery Harmoniser,0.151,19%,33%,,,,15%
764,Forsaken Load Balancer,0.049,,33%,,,7%,
765,Doomed Stabiliser,0.118,,,,20%,9%,
766,Extinguished Diffuser,0.078,,,,24%,,
767,Impossible Shield Tanks,0.002,,,6%,,,
768,Glassy Harvester,0.11,,,,,11%,20%
769,Doomed Generator,0.366,34%,,,,,40%
770,Crimson Harmoniser,0.01,,,,,,12%
771,Anointed Load Balancer,0.166,,,,50%,,
772,Released Harmoniser,0.171,,,76%,,,
773,Nanite-Marked Generator,0.184,,,,,,46%
774,Anomalous Dampener,0.257,31%,33%,,,6%,12%
775,Anointed Dampener,0.056,,,,,,21%
776,Glassy Stasis Tank,0.15,25%,,,,,
777,Glassy Battery,0.488,24%,,95%,,,22%
778,Watery Stasis Tank,0.154,33%,33%,7%,,,11%
779,Non-compliant Load Balancer,0.351,,33%,,36%,14%,
780,Watery Stabiliser,0.003,,,,2%,,
781,Rescued Regulator,0.163,,,,,,42%
782,Nanite-Marked Turbine,0.103,,33%,,14%,,13%
783,Aeronic Stabiliser,0.008,,,,,7%,10%
784,Impossible Battery,0.088,,,,27%,,
785,Relinquished Exhaust,0.325,,,,42%,,49%
786,Anointed Dampener,0.258,34%,,,,,24%
787,Nanite-Marked Heat Sink,0.046,,,24%,,,
788,Rescued Load Balancer,0.182,33%,,10%,11%,8%,
789,Polymorphous Harvester,0.24,,,,72%,,
790,Anomalous Shield Tanks,0.248,,,108%,,,
791,Aeronic Battery,0.157,32%,,,,,11%
792,Impossible Regulator,0.224,,,,,,54%
793,Cursed Battery,0.24,34%,,,,,
794,Writhing Stabiliser,0.049,,,10%,3%,8%,13%
795,Extinguished Stasis Tank,0.137,,,62%,,,
796,Doomed Capacitor,0.42,34%,,,,19%,
797,Impossible Stasis Tank,0.25,,33%,,,,
798,Doomed Exhaust,0.044,,33%,5%,5%,,15%
799,Extinguished Diffuser,0.25,,33%,,,,
800,Writhing Load Balancer,0.224,33%,33%,13%,,7%,
801,Aeronic Battery,0.1,20%,,,,,
802,Crimson Dynamo,0,,,5%,,,
803,Forsaken Bulwark,0.118,32%,,,2%,,
804,Relinquished Harmoniser,0.296,33%,33%,,11%,7%,
805,Anointed Regulator,0.231,,,101%,,,
806,Extinguished Energy Field,0.223,,,,67%,,
807,Anomalous Bulwark,0.252,25%,,,,18%,14%
808,Anointed Dampener,0.101,,33%,11%,11%,,16%
809,Released Bulwark,0.026,,,,,,15%
810,Polymorphous Dynamo,0.323,,,,48%,19%,
811,Extinguished Shield Tanks,0,,,5%,,,
812,Non-compliant Generator,0.152,24%,33%,,,,10%
813,Released Bulwark,0.097,,,,,,29%
814,Relinquished Harmoniser,0.25,,33%,,,,
815,Crimson Filter,0.158,,,,,18%,
816,Glassy Regulator,0.094,,,44%,,,
817,Rescued Diffuser,0.057,,33%,16%,,,
818,Haunted Harvester,0.071,,,,,,24%
819,Doomed Energy Field,0.25,,33%,,,,
820,Aeronic Turbine,0.263,33%,33%,,7%,7%,
821,Writhing Diffuser,0.112,,,,,,32%
822,Aeronic Heat Sink,0.128,,,,,,35%
823,Nanite-Marked Heat Sink,0.072,,,35%,,,
824,Anomalous Turbine,0.024,,,15%,,,
825,Nanite-Marked Turbine,0.309,,,100%,,,10%
826,Watery Battery,0.239,,,16%,20%,,52%
827,Polymorphous Filter,0.142,16%,,,,,25%
828,Polymorphous Dynamo,0.13,23%,,,,,
829,Relinquished Harvester,0.056,,33%,,4%,7%,13%
830,Nanite-Marked Harvester,0.24,34%,,,,,
831,Forsaken Loom,0.387,,33%,,58%,,
832,Watery Dynamo,0.25,,33%,,,,
833,Forsaken Harvester,0.217,31%,33%,15%,,6%,
834,Anomalous Loom,0.026,,,,,8%,
835,Impossible Battery,0.243,11%,33%,,,10%,27%
836,Aeronic Harvester,0.061,17%,,,6%,,
837,Nanite-Marked Dynamo,0.23,33%,,,,,
838,Relinquished Filter,0.024,,,15%,,,
839,Crimson Turbine,0.25,,33%,,,,
840,Crimson Loom,0.122,,,,37%,,
841,Writhing Stabiliser,0.015,,,,,,13%
842,Salvaged Diffuser,0.207,30%,,38%,,,
843,Non-compliant Energy Field,0.25,,33%,,,,
844,Forsaken Exhaust,0.22,32%,,,,,
845,Nanite-Marked Bulwark,0,,,,,6%,
846,Anomalous Bulwark,0,,,5%,,,
847,Impossible Loom,0.296,32%,33%,33%,,,
848,Polymorphous Diffuser,0.144,,,28%,,,31%
849,Haunted Diffuser,0.25,,33%,,,,
850,Haunted Energy Field,0.049,,33%,,,7%,
851,Rescued Load Balancer,0.01,11%,,,,,
852,Released Filter,0.16,26%,,,,,
853,Forsaken Dynamo,0.206,22%,,,10%,17%,
854,Glassy Harmoniser,0.088,,,,27%,,
855,Writhing Exhaust,0.25,,33%,,,,
856,Doomed Battery,0.25,,,,,25%,
857,Aeronic Load Balancer,0.25,,33%,,,,
858,Writhing Stasis Tank,0.353,,,,70%,,28%
859,Crimson Stasis Tank,0.25,,33%,,,,
860,Watery Filter,0.28,33%,33%,,8%,8%,
861,Rescued Harvester,0.098,,,,30%,,
862,Writhing Harvester,0.25,,33%,,,,
863,Forsaken Capacitor,0.2,31%,,16%,,8%,15%
864,Aeronic Shield Tanks,0.114,,33%,28%,,,
865,Crimson Turbine,0.493,,33%,,74%,,
866,Crimson Exhaust,0.2,30%,,,,,
867,Impossible Regulator,0.118,,,20%,12%,8%,11%
868,Released Turbine,0.158,,,,,18%,
869,Forsaken Battery,0.158,,,,,18%,
870,Non-compliant Heat Sink,0.014,,,11%,,,
871,Rescued Stabiliser,0.049,,33%,,,7%,
872,Watery Capacitor,0.24,34%,,,,,
873,Forsaken Shield Tanks,0,,,,,,10%
874,Polymorphous Dynamo,0.047,,,,15%,,
875,Released Filter,0.009,,33%,6%,,,
876,Salvaged Generator,0.007,,,8%,,,
877,Non-compliant Generator,0.362,,,99%,,,27%
878,Relinquished Loom,0.032,,,13%,,6%,
879,Writhing Regulator,0.186,,,,56%,,
880,Glassy Diffuser,0.024,,,15%,,,
881,Aeronic Harvester,0.234,14%,33%,,,15%,
882,Relinquished Diffuser,0.25,,33%,,,,
883,Anointed Generator,0,10%,,,,,
884,Non-compliant Heat Sink,0.09,19%,,,,,
885,Writhing Energy Field,0.042,,33%,,5%,7%,10%
886,Impossible Battery,0.002,,,6%,,,
887,Salvaged Exhaust,0.313,28%,33%,40%,,,
888,Doomed Diffuser,0.192,,,,9%,,49%
889,Crimson Stabiliser,0.02,,,,,,14%
890,Released Heat Sink,0.179,,,,,,45%
891,Watery Regulator,0.291,33%,33%,,2%,,28%
892,Aeronic Generator,0.18,,,80%,,,
893,Cursed Capacitor,0.143,,,,,,38%
894,Aeronic Energy Field,0.128,31%,,,5%,,
895,Extinguished Turbine,0.238,,33%,54%,,,
896,Polymorphous Load Balancer,0.005,,,7%,,,
897,Rescued Loom,0.015,,,,,,13%
898,Anomalous Dampener,0.235,,,,,,56%
899,Watery Turbine,0.321,24%,,,,7%,35%
900,Non-compliant Loom,0.056,,33%,8%,7%,7%,
901,Crimson Shield Tanks,0.144,,,65%,,,
902,Anomalous Capacitor,0.013,,,,,7%,
903,Extinguished Dampener,0.129,24%,,,,,15%
904,Relinquished Stasis Tank,0.091,32%,,6%,,,
905,Doomed Harmoniser,0.06,16%,,,,,
906,Released Regulator,0.242,29%,,,20%,6%,
907,Forsaken Turbine,0.087,,,,,,27%
908,Released Turbine,0.25,,33%,,,,
909,Salvaged Energy Field,0.25,,33%,,,,
910,Rescued Exhaust,0.027,,33%,,4%,,
911,Anointed Bulwark,0.169,,,,16%,22%,
912,Extinguished Diffuser,0.527,27%,,,65%,,33%
913,Extinguished Energy Field,0.003,,,,2%,,
914,Salvaged Harmoniser,0.25,,33%,,,,
915,Salvaged Turbine,0.204,,,,9%,,52%
916,Writhing Bulwark,0.196,33%,,16%,9%,7%,
917,Relinquished Harmoniser,0.18,28%,,,,,
918,Doomed Stasis Tank,0.164,34%,,,9%,,
919,Forsaken Stabiliser,0.182,,,,55%,,
920,Polymorphous Harmoniser,0.019,,33%,8%,,,
921,Salvaged Filter,0.022,,,,,8%,11%
922,Impossible Stasis Tank,0.25,,33%,,,,
923,Doomed Exhaust,0.63,29%,33%,,,,53%
924,Aeronic Shield Tanks,0.25,,33%,,,,
925,Relinquished Energy Field,0.419,,33%,72%,33%,,
926,Glassy Stabiliser,0.18,28%,,,,,
927,Haunted Dampener,0.033,,,,2%,,17%
928,Rescued Bulwark,0.03,,,,10%,,
929,Doomed Regulator,0.22,,,,66%,,
930,Relinquished Harvester,0.441,34%,33%,,,22%,10%
931,Nanite-Marked Exhaust,0.084,19%,33%,,2%,,
932,Non-compliant Exhaust,0.25,,33%,,,,
933,Rescued Dynamo,0.046,,,,,,19%
934,Polymorphous Load Balancer,0.044,,33%,8%,2%,,15%
935,Forsaken Heat Sink,0.142,,,64%,,,
936,Extinguished Shield Tanks,0.25,,33%,,,,
937,Polymorphous Filter,0.041,16%,,,,,10%
938,Glassy Heat Sink,0.21,,,27%,,,52%
939,Polymorphous Harvester,0.27,,33%,,,,36%
940,Impossible Battery,0.24,34%,,,,,
941,Glassy Dynamo,0.111,,,51%,,,
942,Aeronic Filter,0.304,28%,,47%,,6%,
943,Released Battery,0.061,,,,,,22%
944,Impossible Capacitor,0.079,,,,,12%,
945,Watery Generator,0.384,29%,33%,,,,
946,Anointed Bulwark,0.185,33%,,11%,,8%,15%
947,Polymorphous Regulator,0.142,,33%,5%,,,38%
948,Watery Stabiliser,0.237,,,,,24%,
949,Writhing Stabiliser,0.039,,,,,9%,
950,Nanite-Marked Heat Sink,0.26,,33%,,39%,,
951,Cursed Bulwark,0.003,,,,2%,,
952,Extinguished Diffuser,0.147,10%,33%,,,7%,22%
953,Relinquished Dampener,0.045,14%,,,,6%,
954,Nanite-Marked Diffuser,0.111,20%,33%,,,,10%
955,Cursed Heat Sink,0.236,34%,,,,11%,10%
956,Impossible Turbine,0.04,,33%,,,,13%
957,Impossible Stabiliser,0,,,,,,10%
958,Relinquished Exhaust,0.01,,,9%,,,
959,Anointed Energy Field,0.104,,,,,14%,16%
960,Nanite-Marked Stasis Tank,0,,,,,,10%
961,Released Stasis Tank,0.074,,33%,,,8%,
962,Rescued Shield Tanks,0.031,,,18%,,,
963,Watery Stabiliser,0.224,,,98%,,,
964,Non-compliant Loom,0.4,31%,,66%,27%,,
965,Rescued Shield Tanks,0.095,30%,,9%,,,
966,Crimson Energy Field,0.429,,,85%,28%,12%,
967,Released Heat Sink,0.437,33%,,62%,,12%,10%
968,Forsaken Dynamo,0.155,,,29%,18%,6%,
969,Anointed Harmoniser,0.155,33%,,7%,8%,8%,
970,Anointed Stabiliser,0.21,31%,,,,,
971,Crimson Regulator,0.231,31%,33%,20%,,,14%
972,Doomed Filter,0.29,,33%,,41%,,17%
973,Writhing Capacitor,0.238,33%,,12%,35%,,
974,Non-compliant Harmoniser,0.25,,33%,,,,
975,Anomalous Harvester,0.122,17%,,,,,21%
976,Anointed Shield Tanks,0.103,,,48%,,,
977,Anomalous Load Balancer,0.211,,,,,22%,
978,Watery Harmoniser,0.244,31%,33%,,9%,,16%
979,Released Dynamo,0.744,33%,33%,74%,,,50%
980,Impossible Stasis Tank,0.007,,,8%,,,
981,Extinguished Dampener,0.185,,,82%,,,
982,Non-compliant Heat Sink,0.077,,,,,,25%
983,Forsaken Capacitor,0.258,,,5%,55%,,34%
984,Released Bulwark,0.238,34%,,42%,,,
985,Crimson Exhaust,0.299,33%,33%,,,6%,14%
986,Impossible Exhaust,0.26,28%,,54%,,,
987,Forsaken Shield Tanks,0.053,,,,,10%,
988,Aeronic Battery,0.25,,33%,,,,
989,Rescued Stabiliser,0.237,34%,33%,20%,,,12%
990,Rescued Capacitor,0,,,,,,10%
991,Extinguished Loom,0.005,,33%,5%,,,
992,Extinguished Harmoniser,0.017,,,6%,,9%,
993,Crimson Shield Tanks,0.094,,,44%,,,
994,Polymorphous Exhaust,0,,,,,,10%
995,Released Filter,0.469,33%,,,12%,15%,45%
996,Crimson Bulwark,0.164,33%,,,4%,6%,11%
997,Doomed Turbine,0.24,34%,,,,,
998,Watery Energy Field,0.013,,,,,7%,
999,Glassy Harvester,0.101,,,47%,,,
1000,Rescued Battery,0.24,34%,,,,,
1001,Polymorphous Capacitor,0.051,,,,16%,,
1002,Haunted Stasis Tank,0.026,,,,,,15%
1003,Watery Diffuser,0.135,,,61%,,,
1004,Rescued Dynamo,0.21,31%,,,,,
1005,Nanite-Marked Battery,0.051,,,,,,20%
1006,Forsaken Capacitor,0.279,,,,,14%,40%
1007,Extinguished Filter,0.163,,33%,38%,6%,,
1008,Anomalous Diffuser,0.218,33%,33%,17%,9%,,
1009,Writhing Turbine,0.029,,33%,9%,,,11%
1010,Salvaged Bulwark,0.25,,33%,,,,
1011,Cursed Loom,0.209,31%,33%,15%,,,15%
1012,Glassy Loom,0.067,,,33%,,,
1013,Doomed Heat Sink,0,,,5%,,,
1014,Released Harmoniser,0.225,29%,33%,,,6%,11%
1015,Doomed Battery,0,,,,,,10%
1016,Doomed Heat Sink,0.071,,,,,,24%
1017,Non-compliant Loom,0.412,34%,,,16%,,52%
1018,Crimson Load Balancer,0,,,,,6%,
1019,Relinquished Harvester,0.066,,,,,7%,18%
1020,Anointed Stasis Tank,0.157,23%,33%,18%,,,
1021,Forsaken Heat Sink,0.24,34%,,,,,
1022,Relinquished Loom,0.028,,33%,,3%,6%,11%
1023,Nanite-Marked Stabiliser,0.05,,,26%,,,
1024,Doomed Turbine,0.008,,,7%,,6%,
1025,Doomed Loom,0.204,,,,,,50%
1026,Impossible Stasis Tank,0.173,,,,,,44%
1027,Crimson Dampener,0.115,,,,35%,,
1028,Anomalous Dynamo,0.024,,,,8%,,
1029,Crimson Bulwark,0,,,,,6%,
1030,Haunted Loom,0.11,,33%,17%,8%,,15%
1031,Salvaged Loom,0.051,,,,16%,,
1032,Impossible Loom,0.039,,,,,9%,
1033,Extinguished Dynamo,0.25,,33%,,,,
1034,Relinquished Stasis Tank,0.053,,,,,10%,
1035,Nanite-Marked Stasis Tank,0.139,,33%,,13%,6%,17%
1036,Watery Loom,0.084,,,,26%,,
1037,Forsaken Dampener,0.02,,,,,,14%
1038,Rescued Stabiliser,0.486,,33%,96%,,,18%
1039,Polymorphous Capacitor,0.01,,,,4%,,
1040,Released Capacitor,0,,,,,6%,
1041,Anomalous Heat Sink,0.098,,,,30%,,
1042,Nanite-Marked Generator,0.053,,,,,10%,
1043,Impossible Capacitor,0.18,28%,,,,,
1044,Anomalous Bulwark,0.25,,33%,,,,
1045,Doomed Loom,0.379,34%,,,52%,,
1046,Crimson Dampener,0.204,32%,,20%,8%,7%,
1047,Crimson Filter,0.25,,33%,,,,
1048,Haunted Bulwark,0.184,34%,,,10%,,13%
1049,Anomalous Load Balancer,0,,,5%,,,
1050,Extinguished Dampener,0.077,,,20%,3%,8%,10%
1051,Forsaken Turbine,0.39,,33%,53%,45%,,
1052,Rescued Stasis Tank,0.021,,,,5%,6%,
1053,Salvaged Loom,0.283,34%,,,,7%,
1054,Rescued Diffuser,0.026,,,,,8%,
1055,Impossible Regulator,0.481,34%,33%,,,,
1056,Forsaken Load Balancer,0.003,,,,2%,,
1057,Crimson Filter,0.07,17%,,,,,
1058,Extinguished Stabiliser,0.45,26%,,,52%,10%,
1059,Non-compliant Regulator,0.235,31%,33%,,10%,,
1060,Glassy Loom,0.238,,33%,,27%,9%,
1061,Cursed Diffuser,0.241,,33%,6%,,23%,32%
1062,Extinguished Generator,0,,,,,6%,
1063,Writhing Stasis Tank,0.051,,,,,,20%
1064,Doomed Energy Field,0.233,19%,,9%,51%,,
1065,Relinquished Filter,0.047,,,,15%,,
1066,Haunted Regulator,0.25,,33%,,,,
1067,Glassy Energy Field,0.592,19%,,107%,,,40%
1068,Cursed Energy Field,0.677,,33%,101%,,21%,
1069,Forsaken Shield Tanks,0.25,,33%,,,,
1070,Forsaken Generator,0.126,,33%,20%,9%,7%,
1071,Aeronic Turbine,0.092,,,,,,28%
1072,Nanite-Marked Bulwark,0.026,,,,,8%,
