sep=,
Seed,Name,Perfection,Ship_Launcher_TakeOffCost,Ship_Launcher_AutoCharge
564,Imagined Brain Node,1.0,-20%,Enabled
565,Timeless Jelly,1.0,-20%,Enabled
566,Timeless Tendril,1.0,-20%,Enabled
567,Imagined Membrane,1.0,-20%,Enabled
568,Celestial Tendril,1.0,-20%,Enabled
569,Conscious Tendril,1.0,-20%,Enabled
570,Conscious Nodules,1.0,-20%,Enabled
571,Celestial Nodules,1.0,-20%,Enabled
572,Impossible Nodules,1.0,-20%,Enabled
573,Timeless Jelly,1.0,-20%,Enabled
574,Celestial Membrane,1.0,-20%,Enabled
575,Conscious Jelly,1.0,-20%,Enabled
576,Conscious Nodules,1.0,-20%,Enabled
577,Celestial Nodules,1.0,-20%,Enabled
578,Conscious Lobes,1.0,-20%,Enabled
579,Imagined Lobes,1.0,-20%,Enabled
580,Timeless Membrane,1.0,-20%,Enabled
581,Celestial Jelly,1.0,-20%,Enabled
582,Conscious Brain Node,1.0,-20%,Enabled
583,Timeless Brain Node,1.0,-20%,Enabled
584,Timeless Lobes,1.0,-20%,Enabled
585,Timeless Lobes,1.0,-20%,Enabled
586,Imagined Brain Node,1.0,-20%,Enabled
587,Timeless Brain Node,1.0,-20%,Enabled
588,Timeless Tendril,1.0,-20%,Enabled
589,Timeless Brain Node,1.0,-20%,Enabled
590,Celestial Tendril,1.0,-20%,Enabled
591,Imagined Nodules,1.0,-20%,Enabled
592,Imagined Bio-Anomaly,1.0,-20%,Enabled
593,Celestial Coils,1.0,-20%,Enabled
594,Imagined Brain Node,1.0,-20%,Enabled
595,Timeless Bio-Anomaly,1.0,-20%,Enabled
596,Celestial Nodules,1.0,-20%,Enabled
597,Imagined Nodules,1.0,-20%,Enabled
598,Celestial Coils,1.0,-20%,Enabled
599,Celestial Coils,1.0,-20%,Enabled
600,Timeless Nodules,1.0,-20%,Enabled
601,Timeless Coils,1.0,-20%,Enabled
602,Conscious Clusters,1.0,-20%,Enabled
603,Celestial Membrane,1.0,-20%,Enabled
604,Conscious Brain Node,1.0,-20%,Enabled
605,Imagined Clusters,1.0,-20%,Enabled
606,Celestial Clusters,1.0,-20%,Enabled
607,Celestial Coils,1.0,-20%,Enabled
608,Conscious Brain Node,1.0,-20%,Enabled
609,Timeless Tendril,1.0,-20%,Enabled
610,Imagined Brain Node,1.0,-20%,Enabled
611,Timeless Lobes,1.0,-20%,Enabled
612,Celestial Coils,1.0,-20%,Enabled
613,Timeless Coils,1.0,-20%,Enabled
614,Conscious Nodules,1.0,-20%,Enabled
615,Timeless Nodules,1.0,-20%,Enabled
616,Imagined Nodules,1.0,-20%,Enabled
617,Celestial Lobes,1.0,-20%,Enabled
618,Timeless Tendril,1.0,-20%,Enabled
619,Impossible Coils,1.0,-20%,Enabled
620,Imagined Jelly,1.0,-20%,Enabled
621,Conscious Bio-Anomaly,1.0,-20%,Enabled
622,Imagined Jelly,1.0,-20%,Enabled
623,Conscious Lobes,1.0,-20%,Enabled
624,Imagined Brain Node,1.0,-20%,Enabled
625,Conscious Jelly,1.0,-20%,Enabled
626,Timeless Bio-Anomaly,1.0,-20%,Enabled
627,Conscious Jelly,1.0,-20%,Enabled
628,Impossible Jelly,1.0,-20%,Enabled
629,Celestial Nodules,1.0,-20%,Enabled
630,Celestial Brain Node,1.0,-20%,Enabled
631,Celestial Coils,1.0,-20%,Enabled
632,Timeless Jelly,1.0,-20%,Enabled
633,Impossible Coils,1.0,-20%,Enabled
634,Timeless Coils,1.0,-20%,Enabled
635,Impossible Jelly,1.0,-20%,Enabled
636,Timeless Tendril,1.0,-20%,Enabled
637,Impossible Clusters,1.0,-20%,Enabled
638,Impossible Coils,1.0,-20%,Enabled
639,Celestial Clusters,1.0,-20%,Enabled
640,Conscious Lobes,1.0,-20%,Enabled
641,Celestial Coils,1.0,-20%,Enabled
642,Imagined Coils,1.0,-20%,Enabled
643,Imagined Bio-Anomaly,1.0,-20%,Enabled
644,Timeless Brain Node,1.0,-20%,Enabled
645,Imagined Brain Node,1.0,-20%,Enabled
646,Imagined Membrane,1.0,-20%,Enabled
647,Celestial Bio-Anomaly,1.0,-20%,Enabled
648,Conscious Jelly,1.0,-20%,Enabled
649,Timeless Jelly,1.0,-20%,Enabled
650,Conscious Clusters,1.0,-20%,Enabled
651,Celestial Coils,1.0,-20%,Enabled
652,Celestial Clusters,1.0,-20%,Enabled
653,Conscious Brain Node,1.0,-20%,Enabled
654,Celestial Brain Node,1.0,-20%,Enabled
655,Celestial Nodules,1.0,-20%,Enabled
656,Imagined Bio-Anomaly,1.0,-20%,Enabled
657,Imagined Membrane,1.0,-20%,Enabled
658,Timeless Clusters,1.0,-20%,Enabled
659,Impossible Coils,1.0,-20%,Enabled
660,Impossible Tendril,1.0,-20%,Enabled
661,Celestial Jelly,1.0,-20%,Enabled
662,Timeless Jelly,1.0,-20%,Enabled
663,Conscious Membrane,1.0,-20%,Enabled
664,Celestial Brain Node,1.0,-20%,Enabled
665,Imagined Bio-Anomaly,1.0,-20%,Enabled
666,Impossible Coils,1.0,-20%,Enabled
667,Celestial Membrane,1.0,-20%,Enabled
668,Imagined Bio-Anomaly,1.0,-20%,Enabled
669,Celestial Brain Node,1.0,-20%,Enabled
670,Imagined Brain Node,1.0,-20%,Enabled
671,Impossible Membrane,1.0,-20%,Enabled
672,Conscious Bio-Anomaly,1.0,-20%,Enabled
673,Conscious Clusters,1.0,-20%,Enabled
674,Celestial Membrane,1.0,-20%,Enabled
675,Impossible Jelly,1.0,-20%,Enabled
676,Imagined Coils,1.0,-20%,Enabled
677,Timeless Nodules,1.0,-20%,Enabled
678,Celestial Bio-Anomaly,1.0,-20%,Enabled
679,Impossible Bio-Anomaly,1.0,-20%,Enabled
680,Timeless Brain Node,1.0,-20%,Enabled
681,Impossible Brain Node,1.0,-20%,Enabled
682,Celestial Coils,1.0,-20%,Enabled
683,Imagined Clusters,1.0,-20%,Enabled
684,Timeless Lobes,1.0,-20%,Enabled
685,Impossible Brain Node,1.0,-20%,Enabled
686,Conscious Jelly,1.0,-20%,Enabled
687,Conscious Brain Node,1.0,-20%,Enabled
688,Conscious Brain Node,1.0,-20%,Enabled
689,Timeless Brain Node,1.0,-20%,Enabled
690,Imagined Membrane,1.0,-20%,Enabled
691,Imagined Brain Node,1.0,-20%,Enabled
692,Impossible Clusters,1.0,-20%,Enabled
693,Timeless Coils,1.0,-20%,Enabled
694,Impossible Nodules,1.0,-20%,Enabled
695,Impossible Clusters,1.0,-20%,Enabled
696,Timeless Bio-Anomaly,1.0,-20%,Enabled
697,Conscious Brain Node,1.0,-20%,Enabled
698,Conscious Jelly,1.0,-20%,Enabled
699,Timeless Brain Node,1.0,-20%,Enabled
700,Impossible Tendril,1.0,-20%,Enabled
701,Imagined Clusters,1.0,-20%,Enabled
702,Imagined Bio-Anomaly,1.0,-20%,Enabled
703,Timeless Brain Node,1.0,-20%,Enabled
704,Celestial Lobes,1.0,-20%,Enabled
705,Impossible Jelly,1.0,-20%,Enabled
706,Conscious Membrane,1.0,-20%,Enabled
707,Imagined Membrane,1.0,-20%,Enabled
708,Imagined Tendril,1.0,-20%,Enabled
709,Conscious Membrane,1.0,-20%,Enabled
710,Conscious Coils,1.0,-20%,Enabled
711,Impossible Coils,1.0,-20%,Enabled
712,Impossible Nodules,1.0,-20%,Enabled
713,Timeless Tendril,1.0,-20%,Enabled
714,Celestial Tendril,1.0,-20%,Enabled
715,Imagined Lobes,1.0,-20%,Enabled
716,Impossible Membrane,1.0,-20%,Enabled
717,Imagined Coils,1.0,-20%,Enabled
718,Imagined Coils,1.0,-20%,Enabled
719,Celestial Bio-Anomaly,1.0,-20%,Enabled
720,Timeless Coils,1.0,-20%,Enabled
721,Imagined Brain Node,1.0,-20%,Enabled
722,Imagined Brain Node,1.0,-20%,Enabled
723,Celestial Jelly,1.0,-20%,Enabled
724,Impossible Brain Node,1.0,-20%,Enabled
725,Timeless Bio-Anomaly,1.0,-20%,Enabled
726,Celestial Membrane,1.0,-20%,Enabled
727,Celestial Tendril,1.0,-20%,Enabled
728,Timeless Jelly,1.0,-20%,Enabled
729,Imagined Membrane,1.0,-20%,Enabled
730,Impossible Tendril,1.0,-20%,Enabled
731,Celestial Jelly,1.0,-20%,Enabled
732,Imagined Lobes,1.0,-20%,Enabled
733,Impossible Nodules,1.0,-20%,Enabled
734,Imagined Membrane,1.0,-20%,Enabled
735,Timeless Brain Node,1.0,-20%,Enabled
736,Imagined Lobes,1.0,-20%,Enabled
737,Celestial Tendril,1.0,-20%,Enabled
738,Celestial Tendril,1.0,-20%,Enabled
739,Impossible Lobes,1.0,-20%,Enabled
740,Conscious Lobes,1.0,-20%,Enabled
741,Impossible Membrane,1.0,-20%,Enabled
742,Conscious Bio-Anomaly,1.0,-20%,Enabled
743,Celestial Clusters,1.0,-20%,Enabled
744,Conscious Coils,1.0,-20%,Enabled
745,Impossible Brain Node,1.0,-20%,Enabled
746,Timeless Bio-Anomaly,1.0,-20%,Enabled
747,Imagined Membrane,1.0,-20%,Enabled
748,Imagined Jelly,1.0,-20%,Enabled
749,Impossible Brain Node,1.0,-20%,Enabled
750,Impossible Bio-Anomaly,1.0,-20%,Enabled
751,Conscious Brain Node,1.0,-20%,Enabled
752,Timeless Lobes,1.0,-20%,Enabled
753,Impossible Brain Node,1.0,-20%,Enabled
754,Timeless Nodules,1.0,-20%,Enabled
755,Impossible Brain Node,1.0,-20%,Enabled
756,Imagined Brain Node,1.0,-20%,Enabled
757,Conscious Membrane,1.0,-20%,Enabled
758,Conscious Jelly,1.0,-20%,Enabled
759,Impossible Brain Node,1.0,-20%,Enabled
760,Celestial Membrane,1.0,-20%,Enabled
761,Celestial Coils,1.0,-20%,Enabled
762,Imagined Jelly,1.0,-20%,Enabled
763,Imagined Membrane,1.0,-20%,Enabled
764,Timeless Brain Node,1.0,-20%,Enabled
765,Celestial Coils,1.0,-20%,Enabled
766,Impossible Nodules,1.0,-20%,Enabled
767,Imagined Jelly,1.0,-20%,Enabled
768,Conscious Clusters,1.0,-20%,Enabled
769,Celestial Coils,1.0,-20%,Enabled
770,Conscious Nodules,1.0,-20%,Enabled
771,Celestial Membrane,1.0,-20%,Enabled
772,Impossible Nodules,1.0,-20%,Enabled
773,Timeless Brain Node,1.0,-20%,Enabled
774,Impossible Bio-Anomaly,1.0,-20%,Enabled
775,Celestial Clusters,1.0,-20%,Enabled
776,Conscious Brain Node,1.0,-20%,Enabled
777,Conscious Coils,1.0,-20%,Enabled
778,Imagined Nodules,1.0,-20%,Enabled
779,Timeless Nodules,1.0,-20%,Enabled
780,Imagined Tendril,1.0,-20%,Enabled
781,Celestial Membrane,1.0,-20%,Enabled
782,Timeless Lobes,1.0,-20%,Enabled
783,Conscious Brain Node,1.0,-20%,Enabled
784,Imagined Bio-Anomaly,1.0,-20%,Enabled
785,Impossible Tendril,1.0,-20%,Enabled
786,Celestial Bio-Anomaly,1.0,-20%,Enabled
787,Timeless Membrane,1.0,-20%,Enabled
788,Celestial Bio-Anomaly,1.0,-20%,Enabled
789,Imagined Coils,1.0,-20%,Enabled
790,Impossible Brain Node,1.0,-20%,Enabled
791,Conscious Membrane,1.0,-20%,Enabled
792,Imagined Clusters,1.0,-20%,Enabled
793,Timeless Bio-Anomaly,1.0,-20%,Enabled
794,Imagined Clusters,1.0,-20%,Enabled
795,Impossible Lobes,1.0,-20%,Enabled
796,Celestial Jelly,1.0,-20%,Enabled
797,Imagined Brain Node,1.0,-20%,Enabled
798,Celestial Nodules,1.0,-20%,Enabled
799,Impossible Brain Node,1.0,-20%,Enabled
800,Imagined Bio-Anomaly,1.0,-20%,Enabled
801,Conscious Coils,1.0,-20%,Enabled
802,Conscious Jelly,1.0,-20%,Enabled
803,Timeless Jelly,1.0,-20%,Enabled
804,Impossible Clusters,1.0,-20%,Enabled
805,Celestial Jelly,1.0,-20%,Enabled
806,Impossible Membrane,1.0,-20%,Enabled
807,Impossible Coils,1.0,-20%,Enabled
808,Celestial Membrane,1.0,-20%,Enabled
809,Impossible Jelly,1.0,-20%,Enabled
810,Imagined Brain Node,1.0,-20%,Enabled
811,Impossible Jelly,1.0,-20%,Enabled
812,Timeless Bio-Anomaly,1.0,-20%,Enabled
813,Impossible Membrane,1.0,-20%,Enabled
814,Impossible Bio-Anomaly,1.0,-20%,Enabled
815,Conscious Tendril,1.0,-20%,Enabled
816,Conscious Brain Node,1.0,-20%,Enabled
817,Celestial Clusters,1.0,-20%,Enabled
818,Conscious Lobes,1.0,-20%,Enabled
819,Celestial Nodules,1.0,-20%,Enabled
820,Conscious Coils,1.0,-20%,Enabled
821,Imagined Brain Node,1.0,-20%,Enabled
822,Conscious Tendril,1.0,-20%,Enabled
823,Timeless Bio-Anomaly,1.0,-20%,Enabled
824,Impossible Jelly,1.0,-20%,Enabled
825,Timeless Nodules,1.0,-20%,Enabled
826,Imagined Brain Node,1.0,-20%,Enabled
827,Imagined Membrane,1.0,-20%,Enabled
828,Imagined Jelly,1.0,-20%,Enabled
829,Impossible Brain Node,1.0,-20%,Enabled
830,Timeless Jelly,1.0,-20%,Enabled
831,Timeless Clusters,1.0,-20%,Enabled
832,Imagined Clusters,1.0,-20%,Enabled
833,Timeless Tendril,1.0,-20%,Enabled
834,Impossible Tendril,1.0,-20%,Enabled
835,Imagined Bio-Anomaly,1.0,-20%,Enabled
836,Conscious Bio-Anomaly,1.0,-20%,Enabled
837,Timeless Nodules,1.0,-20%,Enabled
838,Impossible Lobes,1.0,-20%,Enabled
839,Conscious Membrane,1.0,-20%,Enabled
840,Conscious Clusters,1.0,-20%,Enabled
841,Imagined Tendril,1.0,-20%,Enabled
842,Celestial Lobes,1.0,-20%,Enabled
843,Timeless Brain Node,1.0,-20%,Enabled
844,Timeless Tendril,1.0,-20%,Enabled
845,Timeless Nodules,1.0,-20%,Enabled
846,Impossible Jelly,1.0,-20%,Enabled
847,Imagined Tendril,1.0,-20%,Enabled
848,Imagined Lobes,1.0,-20%,Enabled
849,Conscious Tendril,1.0,-20%,Enabled
850,Conscious Brain Node,1.0,-20%,Enabled
851,Celestial Clusters,1.0,-20%,Enabled
852,Impossible Tendril,1.0,-20%,Enabled
853,Timeless Membrane,1.0,-20%,Enabled
854,Conscious Brain Node,1.0,-20%,Enabled
855,Imagined Bio-Anomaly,1.0,-20%,Enabled
856,Celestial Nodules,1.0,-20%,Enabled
857,Conscious Lobes,1.0,-20%,Enabled
858,Imagined Clusters,1.0,-20%,Enabled
859,Conscious Brain Node,1.0,-20%,Enabled
860,Imagined Brain Node,1.0,-20%,Enabled
861,Celestial Jelly,1.0,-20%,Enabled
862,Imagined Clusters,1.0,-20%,Enabled
863,Timeless Bio-Anomaly,1.0,-20%,Enabled
864,Conscious Membrane,1.0,-20%,Enabled
865,Conscious Nodules,1.0,-20%,Enabled
866,Conscious Nodules,1.0,-20%,Enabled
867,Imagined Jelly,1.0,-20%,Enabled
868,Impossible Bio-Anomaly,1.0,-20%,Enabled
869,Timeless Coils,1.0,-20%,Enabled
870,Timeless Nodules,1.0,-20%,Enabled
871,Celestial Nodules,1.0,-20%,Enabled
872,Imagined Lobes,1.0,-20%,Enabled
873,Timeless Brain Node,1.0,-20%,Enabled
874,Imagined Brain Node,1.0,-20%,Enabled
875,Impossible Brain Node,1.0,-20%,Enabled
876,Celestial Membrane,1.0,-20%,Enabled
877,Timeless Membrane,1.0,-20%,Enabled
878,Impossible Brain Node,1.0,-20%,Enabled
879,Imagined Nodules,1.0,-20%,Enabled
880,Conscious Bio-Anomaly,1.0,-20%,Enabled
881,Conscious Brain Node,1.0,-20%,Enabled
882,Impossible Membrane,1.0,-20%,Enabled
883,Celestial Bio-Anomaly,1.0,-20%,Enabled
884,Timeless Nodules,1.0,-20%,Enabled
885,Imagined Coils,1.0,-20%,Enabled
886,Imagined Brain Node,1.0,-20%,Enabled
887,Celestial Clusters,1.0,-20%,Enabled
888,Celestial Tendril,1.0,-20%,Enabled
889,Conscious Clusters,1.0,-20%,Enabled
890,Impossible Brain Node,1.0,-20%,Enabled
891,Imagined Coils,1.0,-20%,Enabled
892,Conscious Lobes,1.0,-20%,Enabled
893,Timeless Nodules,1.0,-20%,Enabled
894,Conscious Bio-Anomaly,1.0,-20%,Enabled
895,Impossible Nodules,1.0,-20%,Enabled
896,Imagined Membrane,1.0,-20%,Enabled
897,Celestial Lobes,1.0,-20%,Enabled
898,Impossible Membrane,1.0,-20%,Enabled
899,Imagined Clusters,1.0,-20%,Enabled
900,Timeless Lobes,1.0,-20%,Enabled
901,Conscious Clusters,1.0,-20%,Enabled
902,Impossible Membrane,1.0,-20%,Enabled
903,Impossible Brain Node,1.0,-20%,Enabled
904,Impossible Brain Node,1.0,-20%,Enabled
905,Celestial Tendril,1.0,-20%,Enabled
906,Impossible Bio-Anomaly,1.0,-20%,Enabled
907,Timeless Coils,1.0,-20%,Enabled
908,Impossible Nodules,1.0,-20%,Enabled
909,Celestial Bio-Anomaly,1.0,-20%,Enabled
910,Celestial Nodules,1.0,-20%,Enabled
911,Celestial Membrane,1.0,-20%,Enabled
912,Impossible Bio-Anomaly,1.0,-20%,Enabled
913,Impossible Tendril,1.0,-20%,Enabled
914,Celestial Clusters,1.0,-20%,Enabled
915,Celestial Jelly,1.0,-20%,Enabled
916,Imagined Jelly,1.0,-20%,Enabled
917,Impossible Brain Node,1.0,-20%,Enabled
918,Celestial Coils,1.0,-20%,Enabled
919,Timeless Membrane,1.0,-20%,Enabled
920,Imagined Jelly,1.0,-20%,Enabled
921,Celestial Clusters,1.0,-20%,Enabled
922,Imagined Brain Node,1.0,-20%,Enabled
923,Celestial Brain Node,1.0,-20%,Enabled
924,Conscious Membrane,1.0,-20%,Enabled
925,Impossible Coils,1.0,-20%,Enabled
926,Conscious Bio-Anomaly,1.0,-20%,Enabled
927,Conscious Brain Node,1.0,-20%,Enabled
928,Celestial Bio-Anomaly,1.0,-20%,Enabled
929,Celestial Brain Node,1.0,-20%,Enabled
930,Impossible Tendril,1.0,-20%,Enabled
931,Timeless Clusters,1.0,-20%,Enabled
932,Timeless Coils,1.0,-20%,Enabled
933,Celestial Membrane,1.0,-20%,Enabled
934,Imagined Nodules,1.0,-20%,Enabled
935,Timeless Lobes,1.0,-20%,Enabled
936,Impossible Lobes,1.0,-20%,Enabled
937,Imagined Jelly,1.0,-20%,Enabled
938,Conscious Coils,1.0,-20%,Enabled
939,Imagined Brain Node,1.0,-20%,Enabled
940,Imagined Coils,1.0,-20%,Enabled
941,Conscious Lobes,1.0,-20%,Enabled
942,Conscious Jelly,1.0,-20%,Enabled
943,Impossible Lobes,1.0,-20%,Enabled
944,Imagined Nodules,1.0,-20%,Enabled
945,Imagined Coils,1.0,-20%,Enabled
946,Celestial Jelly,1.0,-20%,Enabled
947,Imagined Membrane,1.0,-20%,Enabled
948,Imagined Jelly,1.0,-20%,Enabled
949,Imagined Nodules,1.0,-20%,Enabled
950,Timeless Brain Node,1.0,-20%,Enabled
951,Timeless Jelly,1.0,-20%,Enabled
952,Impossible Brain Node,1.0,-20%,Enabled
953,Impossible Clusters,1.0,-20%,Enabled
954,Timeless Bio-Anomaly,1.0,-20%,Enabled
955,Timeless Brain Node,1.0,-20%,Enabled
956,Imagined Tendril,1.0,-20%,Enabled
957,Imagined Tendril,1.0,-20%,Enabled
958,Impossible Coils,1.0,-20%,Enabled
959,Celestial Lobes,1.0,-20%,Enabled
960,Timeless Clusters,1.0,-20%,Enabled
961,Impossible Brain Node,1.0,-20%,Enabled
962,Celestial Brain Node,1.0,-20%,Enabled
963,Imagined Clusters,1.0,-20%,Enabled
964,Timeless Jelly,1.0,-20%,Enabled
965,Celestial Jelly,1.0,-20%,Enabled
966,Conscious Membrane,1.0,-20%,Enabled
967,Impossible Tendril,1.0,-20%,Enabled
968,Timeless Coils,1.0,-20%,Enabled
969,Celestial Coils,1.0,-20%,Enabled
970,Celestial Coils,1.0,-20%,Enabled
971,Conscious Lobes,1.0,-20%,Enabled
972,Celestial Jelly,1.0,-20%,Enabled
973,Imagined Membrane,1.0,-20%,Enabled
974,Timeless Brain Node,1.0,-20%,Enabled
975,Impossible Brain Node,1.0,-20%,Enabled
976,Celestial Jelly,1.0,-20%,Enabled
977,Impossible Tendril,1.0,-20%,Enabled
978,Imagined Nodules,1.0,-20%,Enabled
979,Impossible Clusters,1.0,-20%,Enabled
980,Imagined Clusters,1.0,-20%,Enabled
981,Impossible Nodules,1.0,-20%,Enabled
982,Timeless Jelly,1.0,-20%,Enabled
983,Timeless Coils,1.0,-20%,Enabled
984,Impossible Clusters,1.0,-20%,Enabled
985,Conscious Brain Node,1.0,-20%,Enabled
986,Imagined Membrane,1.0,-20%,Enabled
987,Timeless Bio-Anomaly,1.0,-20%,Enabled
988,Conscious Membrane,1.0,-20%,Enabled
989,Celestial Membrane,1.0,-20%,Enabled
990,Celestial Clusters,1.0,-20%,Enabled
991,Impossible Clusters,1.0,-20%,Enabled
992,Impossible Membrane,1.0,-20%,Enabled
993,Conscious Bio-Anomaly,1.0,-20%,Enabled
994,Imagined Lobes,1.0,-20%,Enabled
995,Impossible Tendril,1.0,-20%,Enabled
996,Conscious Brain Node,1.0,-20%,Enabled
997,Celestial Tendril,1.0,-20%,Enabled
998,Imagined Bio-Anomaly,1.0,-20%,Enabled
999,Conscious Coils,1.0,-20%,Enabled
1000,Celestial Coils,1.0,-20%,Enabled
1001,Imagined Brain Node,1.0,-20%,Enabled
1002,Conscious Clusters,1.0,-20%,Enabled
1003,Imagined Brain Node,1.0,-20%,Enabled
1004,Celestial Bio-Anomaly,1.0,-20%,Enabled
1005,Timeless Nodules,1.0,-20%,Enabled
1006,Timeless Tendril,1.0,-20%,Enabled
1007,Impossible Nodules,1.0,-20%,Enabled
1008,Impossible Membrane,1.0,-20%,Enabled
1009,Imagined Tendril,1.0,-20%,Enabled
1010,Celestial Clusters,1.0,-20%,Enabled
1011,Timeless Bio-Anomaly,1.0,-20%,Enabled
1012,Conscious Membrane,1.0,-20%,Enabled
1013,Celestial Clusters,1.0,-20%,Enabled
1014,Impossible Lobes,1.0,-20%,Enabled
1015,Celestial Clusters,1.0,-20%,Enabled
1016,Celestial Lobes,1.0,-20%,Enabled
1017,Timeless Lobes,1.0,-20%,Enabled
1018,Conscious Membrane,1.0,-20%,Enabled
1019,Impossible Brain Node,1.0,-20%,Enabled
1020,Celestial Jelly,1.0,-20%,Enabled
1021,Timeless Brain Node,1.0,-20%,Enabled
1022,Impossible Bio-Anomaly,1.0,-20%,Enabled
1023,Timeless Jelly,1.0,-20%,Enabled
1024,Celestial Lobes,1.0,-20%,Enabled
1025,Celestial Clusters,1.0,-20%,Enabled
1026,Imagined Jelly,1.0,-20%,Enabled
1027,Conscious Jelly,1.0,-20%,Enabled
1028,Impossible Lobes,1.0,-20%,Enabled
1029,Conscious Brain Node,1.0,-20%,Enabled
1030,Conscious Tendril,1.0,-20%,Enabled
1031,Celestial Nodules,1.0,-20%,Enabled
1032,Imagined Nodules,1.0,-20%,Enabled
1033,Impossible Coils,1.0,-20%,Enabled
1034,Impossible Clusters,1.0,-20%,Enabled
1035,Timeless Nodules,1.0,-20%,Enabled
1036,Imagined Tendril,1.0,-20%,Enabled
1037,Timeless Membrane,1.0,-20%,Enabled
1038,Celestial Membrane,1.0,-20%,Enabled
1039,Imagined Coils,1.0,-20%,Enabled
1040,Impossible Coils,1.0,-20%,Enabled
1041,Impossible Membrane,1.0,-20%,Enabled
1042,Timeless Nodules,1.0,-20%,Enabled
1043,Imagined Bio-Anomaly,1.0,-20%,Enabled
1044,Impossible Clusters,1.0,-20%,Enabled
1045,Celestial Brain Node,1.0,-20%,Enabled
1046,Conscious Lobes,1.0,-20%,Enabled
1047,Conscious Tendril,1.0,-20%,Enabled
1048,Conscious Jelly,1.0,-20%,Enabled
1049,Impossible Brain Node,1.0,-20%,Enabled
1050,Impossible Jelly,1.0,-20%,Enabled
1051,Timeless Coils,1.0,-20%,Enabled
1052,Celestial Membrane,1.0,-20%,Enabled
1053,Celestial Coils,1.0,-20%,Enabled
1054,Celestial Brain Node,1.0,-20%,Enabled
1055,Imagined Tendril,1.0,-20%,Enabled
1056,Timeless Brain Node,1.0,-20%,Enabled
1057,Conscious Membrane,1.0,-20%,Enabled
1058,Impossible Jelly,1.0,-20%,Enabled
1059,Timeless Lobes,1.0,-20%,Enabled
1060,Conscious Clusters,1.0,-20%,Enabled
1061,Timeless Bio-Anomaly,1.0,-20%,Enabled
1062,Impossible Brain Node,1.0,-20%,Enabled
1063,Imagined Lobes,1.0,-20%,Enabled
1064,Celestial Lobes,1.0,-20%,Enabled
1065,Impossible Bio-Anomaly,1.0,-20%,Enabled
1066,Conscious Nodules,1.0,-20%,Enabled
1067,Conscious Tendril,1.0,-20%,Enabled
1068,Timeless Membrane,1.0,-20%,Enabled
1069,Timeless Nodules,1.0,-20%,Enabled
1070,Timeless Jelly,1.0,-20%,Enabled
1071,Conscious Lobes,1.0,-20%,Enabled
1072,Timeless Lobes,1.0,-20%,Enabled
1073,Celestial Coils,1.0,-20%,Enabled
1074,Conscious Clusters,1.0,-20%,Enabled
1075,Impossible Clusters,1.0,-20%,Enabled
1076,Impossible Brain Node,1.0,-20%,Enabled
1077,Celestial Brain Node,1.0,-20%,Enabled
1078,Timeless Brain Node,1.0,-20%,Enabled
1079,Impossible Coils,1.0,-20%,Enabled
1080,Celestial Jelly,1.0,-20%,Enabled
1081,Timeless Brain Node,1.0,-20%,Enabled
1082,Imagined Clusters,1.0,-20%,Enabled
1083,Impossible Clusters,1.0,-20%,Enabled
1084,Conscious Bio-Anomaly,1.0,-20%,Enabled
1085,Conscious Lobes,1.0,-20%,Enabled
1086,Imagined Tendril,1.0,-20%,Enabled
1087,Imagined Coils,1.0,-20%,Enabled
1088,Celestial Tendril,1.0,-20%,Enabled
1089,Timeless Clusters,1.0,-20%,Enabled
1090,Celestial Jelly,1.0,-20%,Enabled
1091,Celestial Brain Node,1.0,-20%,Enabled
1092,Impossible Nodules,1.0,-20%,Enabled
1093,Imagined Membrane,1.0,-20%,Enabled
1094,Celestial Brain Node,1.0,-20%,Enabled
1095,Celestial Clusters,1.0,-20%,Enabled
1096,Celestial Coils,1.0,-20%,Enabled
1097,Impossible Bio-Anomaly,1.0,-20%,Enabled
1098,Timeless Lobes,1.0,-20%,Enabled
1099,Timeless Tendril,1.0,-20%,Enabled
1100,Conscious Tendril,1.0,-20%,Enabled
1101,Timeless Coils,1.0,-20%,Enabled
1102,Impossible Brain Node,1.0,-20%,Enabled
1103,Conscious Brain Node,1.0,-20%,Enabled
1104,Conscious Nodules,1.0,-20%,Enabled
1105,Celestial Membrane,1.0,-20%,Enabled
1106,Celestial Clusters,1.0,-20%,Enabled
1107,Timeless Jelly,1.0,-20%,Enabled
1108,Imagined Lobes,1.0,-20%,Enabled
1109,Conscious Bio-Anomaly,1.0,-20%,Enabled
1110,Conscious Clusters,1.0,-20%,Enabled
1111,Imagined Brain Node,1.0,-20%,Enabled
1112,Celestial Bio-Anomaly,1.0,-20%,Enabled
1113,Imagined Tendril,1.0,-20%,Enabled
1114,Timeless Membrane,1.0,-20%,Enabled
1115,Impossible Bio-Anomaly,1.0,-20%,Enabled
1116,Celestial Brain Node,1.0,-20%,Enabled
1117,Timeless Nodules,1.0,-20%,Enabled
1118,Celestial Membrane,1.0,-20%,Enabled
1119,Timeless Brain Node,1.0,-20%,Enabled
1120,Celestial Brain Node,1.0,-20%,Enabled
1121,Imagined Jelly,1.0,-20%,Enabled
1122,Conscious Clusters,1.0,-20%,Enabled
1123,Conscious Lobes,1.0,-20%,Enabled
1124,Timeless Clusters,1.0,-20%,Enabled
1125,Celestial Tendril,1.0,-20%,Enabled
