sep=,
Seed,Name,Perfection,Product_Age,Product_Basevalue
657,Chewed Tank,0.03251,274,200982
658,Rusty Heat Pipes,0.00832,227,136993
659,Humming Storage Unit,0.28613,673,871787
660,Damaged Pump,0.02123,207,171163
661,Unusual Connector,0.28048,811,856836
662,Intricate Processor,0.99281,2200,2740921
663,Greasy Gear,0.05259,438,254093
664,Blackened Plug,0.05428,280,258571
665,Advanced Regulator,0.698,2935,1961170
666,Unusual Radiator,0.05625,492,263790
667,Humming Display,0.01523,235,155289
668,High-tech Hydraulics,0.97169,1633,2685052
669,Tarnished Plug,0.03936,292,219100
670,Unusual Display,0.08458,419,338707
671,Rusty Radiator,0.04916,374,245013
672,Dirty Ballute,0.016,482,157308
673,Humming Ballute,0.04759,448,240875
674,Buzzing Board,0.18499,1035,604277
675,Oily Heat Pipes,0.08649,233,343762
676,Humming Circuits,0.05796,485,268305
677,Buzzing Crank,0.06493,236,286724
678,Chewed Casing,0.20912,1022,668113
679,Pitted Booster,0.04742,232,240416
680,Repurposed Sensor,0.06793,213,294667
681,Buzzing Radiator,0.04453,466,232772
682,Corroded Cog,0.13604,1072,474810
683,Buzzing Cog,0.04587,331,236319
684,Sparking Casing,0.01452,358,153397
685,Rusty Radiator,0.02314,253,176198
686,Damaged Sprockets,0.30411,976,919351
687,Fused Valves,0.02945,480,192895
688,Pitted Plug,0.00645,417,132057
689,Dirty Seal,0.03476,426,206949
690,Blackened Belt,0.07568,479,315163
691,Tarnished Crank,0.01792,452,162392
692,Oily Display,0.1748,1083,577333
693,Intact Gyroscope,0.46194,2103,1336803
694,Water-stained Plating,0.16365,1052,547849
695,Damaged Valves,0.01023,475,142068
696,Buzzing Casing,0.0618,346,278448
697,Odd Belting,0.08051,462,327953
698,Extraordinary Pneumatics,0.51575,1931,1479128
699,Dirty Connector,0.07093,395,302594
700,Bent Crank,0.2745,885,841028
701,Odd Compressor,0.05166,465,251638
702,Chewed Thruster,0.20431,750,655390
703,Tarnished Board,0.00078,268,117055
704,Humming Compressor,0.00433,312,126445
705,Dirty Ballute,0.00876,238,138163
706,Damaged Storage Unit,0.30135,766,912037
707,Buzzing Heat Pipes,0.07887,274,323601
708,Damaged Inlet,0.2294,616,721757
709,Repurposed Tank,0.07515,472,313757
710,Weathered Plating,0.02307,353,176029
711,Oily Connector,0.03524,484,208194
712,Odd Casing,0.02256,383,174666
713,Water-stained Belt,0.05636,479,264071
714,Blackened Booster,0.13857,820,481514
715,Extraordinary Regulator,0.80724,2545,2250092
716,Odd Crank,0.03791,215,215258
717,Bent Board,0.03575,424,209563
718,Water-stained Actuator,0.0317,226,198846
719,Bent Chip,0.29324,653,890585
720,Well-preserved Hydraulics,0.82039,2737,2284859
721,Damaged Pump,0.01321,285,149937
722,Blackened Compressor,0.22687,862,715049
723,Greasy Pump,0.02092,470,170336
724,Intact Regulator,0.75952,1829,2123882
725,High-tech Processor,0.69231,2357,1946103
726,Pitted Radiator,0.08358,260,336074
727,Sparking Compressor,0.13744,862,478526
728,Damaged Plating,0.02346,400,177044
729,Buzzing Inlet,0.06796,218,294755
730,Pitted Tank,0.01688,443,159643
731,High-tech Hydraulics,0.54712,2867,1562093
732,Pitted Chip,0.28598,1063,871401
733,Bent Plating,0.02591,256,183531
734,Water-stained Cylinders,0.02531,411,181933
735,Oily Plating,0.08671,430,344354
736,Advanced Hydraulics,0.57914,2252,1646795
737,Greasy Crank,0.14458,775,497408
738,Damaged Seal,0.01268,289,148531
739,Water-stained Actuator,0.07524,213,314013
740,Bent Circuits,0.07208,358,305650
741,Unusual Circuits,0.00452,375,126956
742,Humming Tank,0.0562,250,263658
743,Damaged Compressor,0.22276,785,704182
744,Corroded Seal,0.01275,451,148715
745,Tarnished Display,0.05399,230,257805
746,Experimental Gyroscope,0.75583,2708,2114123
747,Greasy Compressor,0.05784,230,267994
748,Pitted Sensor,0.31099,862,937545
749,Sparking Cog,0.0542,453,258349
750,Repurposed Display,0.06955,356,298957
751,Intact Processor,0.94201,1926,2606552
752,Sparking Valves,0.05269,402,254369
753,Pitted Chip,0.16634,685,554953
754,Intact Processor,0.95182,2255,2632497
755,Repurposed Crank,0.04921,344,245160
756,Pitted Plating,0.04907,456,244786
757,Corroded Tank,0.07682,461,318188
758,Odd Display,0.00327,481,123653
759,Crusty Connector,0.03402,454,204977
760,Humming Seal,0.0634,272,282680
761,Fused Board,0.00122,486,118228
762,Experimental Torquer,0.50887,2956,1460917
763,Greasy Inlet,0.05547,271,261704
764,Tarnished Thruster,0.07024,387,300775
765,Water-stained Storage Unit,0.15289,1063,519379
766,Water-stained Cylinders,0.14827,843,507176
767,Crusty Plating,0.00503,458,128313
768,Greasy Bearing,0.0776,288,320248
769,Chewed Belting,0.02617,325,184211
770,Weathered Pistons,0.05302,316,255242
771,Corroded Plating,0.05017,230,247698
772,Tarnished Belting,0.1865,839,608266
773,Crusty Sprockets,0.05722,420,266331
774,Repurposed Gear,0.04901,260,244631
775,Buzzing Pistons,0.0129,200,149130
776,Fused Belting,0.08378,312,336591
777,Damaged Sensor,0.00748,455,134774
778,Corroded Valves,0.06584,381,289141
779,Corroded Connector,0.01971,332,167123
780,Water-stained Bearing,0.02227,356,173900
781,Damaged Cog,0.02754,299,187829
782,Chewed Thruster,0.0731,452,308334
783,Odd Belt,0.03112,447,197317
784,Experimental Gyroscope,0.77558,2528,2166356
785,Repurposed Heat Pipes,0.29809,784,903417
786,Damaged Pinion,0.07679,205,318113
787,Crusty Pistons,0.06701,287,292249
788,Odd Board,0.04773,475,241243
789,Water-stained Compressor,0.16739,655,557731
790,Intact Pneumatics,0.8327,2161,2317422
791,Buzzing Chip,0.08455,450,338638
792,Unusual Reservoir,0.25091,1061,778646
793,Rusty Cog,0.0846,248,338764
794,Crusty Pump,0.07935,242,324883
795,Blackened Sprockets,0.15935,653,536461
796,Dirty Reservoir,0.2265,1004,714071
797,Experimental Processor,0.89269,2368,2476098
798,Well-preserved Gyroscope,0.89345,2067,2478116
799,Greasy Ballute,0.0758,342,315491
800,Bent Plug,0.03097,469,196917
801,Crusty Storage Unit,0.03718,380,213338
802,Pitted Circuits,0.06759,247,293766
803,Pitted Display,0.06874,305,296805
804,Water-stained Radiator,0.06956,279,298972
805,Bent Belting,0.07983,363,326144
806,Buzzing Casing,0.25725,808,795412
807,Repurposed Connector,0.04784,321,241521
808,Bent Reservoir,0.01548,483,155951
809,Tarnished Inlet,0.04196,389,225985
810,Extraordinary Hydraulics,0.84012,2925,2337045
811,Unusual Board,0.25631,783,792928
812,Weathered Circuits,0.00123,383,118253
813,Crusty Reservoir,0.03111,272,197277
814,Buzzing Pinion,0.0254,470,182181
815,Damaged Board,0.21511,669,683962
816,Unusual Casing,0.25536,930,790415
817,Chewed Seal,0.32316,1033,969726
818,Dirty Booster,0.00679,368,132969
819,Crusty Sprockets,0.00639,499,131896
820,Unusual Crank,0.08668,372,344275
821,Odd Belt,0.00169,319,119483
822,Unusual Pump,0.07188,247,305113
823,High-tech Processor,0.6354,2378,1795588
824,Tarnished Sprockets,0.01692,205,159756
825,Well-preserved Hydraulics,0.81259,2864,2264235
826,Crusty Connector,0.0229,253,175582
827,Rusty Sensor,0.01468,441,153815
828,Oily Plug,0.30458,679,920580
829,Greasy Plating,0.03942,272,219253
830,Experimental Hydraulics,0.67058,2803,1888640
831,Buzzing Inlet,0.0159,247,157065
832,Greasy Radiator,0.06354,262,283070
833,Damaged Thruster,0.07657,462,317516
834,Bent Plating,0.08303,277,334597
835,Unusual Pistons,0.0541,257,258097
836,Intact Pneumatics,0.59073,2372,1677441
837,Repurposed Circuits,0.26443,959,814397
838,Well-preserved Torquer,0.81621,2571,2273819
839,Sparking Thruster,0.05491,347,260240
840,Unusual Compressor,0.0014,350,118716
841,Greasy Display,0.1425,741,491903
842,High-tech Gyroscope,0.94918,2948,2625524
843,Fused Board,0.17952,762,589817
844,Bent Plug,0.053,442,255190
845,Pitted Booster,0.08566,269,341576
846,Weathered Valves,0.08011,232,326884
847,Dirty Tank,0.00067,397,116772
848,Buzzing Plug,0.31812,842,956394
849,Intricate Accelerometer,0.90737,2948,2514921
850,Crusty Sprockets,0.02651,487,185108
851,Advanced Gyroscope,0.57948,1596,1647683
852,Rusty Cog,0.01324,471,150017
853,Dirty Booster,0.16709,651,556953
854,Buzzing Gear,0.02971,205,193581
855,Advanced Hydraulics,0.92238,1853,2554614
856,Greasy Cylinders,0.28695,723,873970
857,Extraordinary Processor,0.48053,2465,1385960
858,Buzzing Pump,8e-05,227,115216
859,Oily Tank,0.03957,424,219656
860,Greasy Cylinders,0.07055,372,301604
861,Tarnished Display,0.01749,483,161267
862,Odd Bearing,0.05214,280,252916
863,Blackened Circuits,0.03011,208,194650
864,Tarnished Belt,0.03708,422,213073
865,Intricate Accelerometer,0.55691,2446,1587985
866,Advanced Hydraulics,0.90425,2440,2506673
867,Water-stained Belting,0.00265,208,122009
868,Corroded Plating,0.27215,811,834825
869,Unusual Cylinders,0.21492,1093,683435
870,Water-stained Cylinders,0.16689,628,556403
871,Fused Booster,0.08323,298,335126
872,Pitted Pistons,0.0389,408,217896
873,Dirty Tank,0.00645,439,132052
874,Odd Gear,0.06431,360,285094
875,Water-stained Compressor,0.05206,237,252698
876,Advanced Gyroscope,0.99667,1977,2751120
877,Rusty Booster,0.01797,421,162541
878,Chewed Seal,0.04076,441,222812
879,Oily Compressor,0.05806,344,268574
880,Unusual Tank,0.16428,883,549509
881,Odd Seal,0.07292,464,307859
882,Chewed Reservoir,0.01029,213,142212
883,Corroded Circuits,0.05196,450,252423
884,Bent Thruster,0.16542,954,552523
885,Weathered Pistons,0.00824,489,136792
886,Dirty Sensor,0.06981,296,299634
887,Repurposed Compressor,0.00133,282,118512
888,Odd Booster,0.04713,441,239651
889,High-tech Regulator,0.50564,2083,1452374
890,Bent Seal,0.02935,398,192629
891,High-tech Processor,0.6246,2301,1767011
892,Blackened Reservoir,0.21414,600,681393
893,Repurposed Belt,0.01838,481,163618
894,Unusual Sprockets,0.30466,848,920795
895,Greasy Booster,0.07664,204,317717
896,Humming Storage Unit,0.18603,810,607028
897,Intricate Torquer,0.76378,2533,2135132
898,Fused Radiator,0.00515,280,128625
899,Fused Actuator,0.1759,776,580245
900,Odd Belting,0.02114,247,170908
901,Sparking Seal,0.03137,370,197982
902,Advanced Torquer,0.95784,1689,2648417
903,Greasy Cylinders,0.0135,485,150715
904,Dirty Belt,0.04669,469,238499
905,Sparking Ballute,0.199,720,641330
906,Well-preserved Gyroscope,0.97179,1849,2685305
907,Oily Circuits,0.16495,683,551281
908,Humming Booster,0.03759,367,214414
909,Greasy Belt,0.20395,740,654438
910,Intricate Hydraulics,0.60662,2772,1719460
911,Humming Inlet,0.05027,423,247963
912,Blackened Pistons,0.07451,364,312066
913,Weathered Compressor,0.04875,202,243946
914,Experimental Accelerometer,0.75519,2908,2112417
915,Corroded Casing,0.08139,374,330267
916,Buzzing Casing,0.00957,446,140314
917,Pitted Tank,0.18765,796,611318
918,Weathered Crank,0.17665,843,582228
919,Dirty Gear,0.30487,886,921350
920,Tarnished Tank,0.28527,679,869508
921,High-tech Gyroscope,0.53045,2765,1517994
922,Extraordinary Accelerometer,0.49601,2549,1426897
923,Intact Hydraulics,0.50058,2547,1439001
924,Sparking Gear,0.03423,368,205541
925,Damaged Sprockets,0.21388,1012,680699
926,Experimental Accelerometer,0.59173,2057,1680085
927,Weathered Heat Pipes,0.03759,278,214433
928,Damaged Inlet,0.00681,453,133012
929,Humming Connector,0.05211,349,252817
930,Dirty Crank,0.01407,258,152203
931,Weathered Valves,0.16857,1069,560857
932,Rusty Radiator,0.17807,969,585976
933,Pitted Sensor,0.23104,878,726090
934,Damaged Thruster,0.03801,288,215538
935,Pitted Booster,0.01763,358,161642
936,Repurposed Pistons,0.02345,375,177020
937,Well-preserved Regulator,0.56516,2939,1609814
938,Pitted Board,0.01885,328,164861
939,Well-preserved Accelerometer,0.52042,1786,1491483
940,Oily Display,0.05052,468,248628
941,Buzzing Pump,0.07504,274,313476
942,Humming Pistons,0.13985,700,484898
943,Greasy Thruster,0.04895,293,244456
944,Bent Gear,0.24472,748,762274
945,Tarnished Sensor,0.26144,610,806483
946,Unusual Sprockets,0.04235,223,227014
947,Fused Casing,0.02021,372,168461
948,High-tech Accelerometer,0.5397,2187,1542476
949,Pitted Belt,0.01235,350,147670
950,Odd Display,0.0363,212,211016
951,Intact Torquer,0.84898,1484,2360487
952,Dirty Booster,0.19702,903,636100
953,Pitted Plug,0.05389,237,257547
954,Corroded Storage Unit,0.05289,455,254892
955,Water-stained Sprockets,0.30455,955,920524
956,Bent Connector,0.02091,486,170298
957,Bent Pinion,0.31188,961,939896
958,Greasy Pinion,0.17306,609,572740
959,Pitted Circuits,0.02499,370,181093
960,Odd Thruster,0.0655,306,288252
961,Weathered Casing,0.01571,293,156547
962,Dirty Valves,0.32561,675,976220
963,Tarnished Board,0.31358,1056,944388
964,Fused Cylinders,0.2785,786,851611
965,Greasy Compressor,0.05799,380,268391
966,Oily Display,0.05835,457,269338
967,Unusual Display,0.13484,1083,471631
968,Oily Belt,0.08041,381,327675
969,Weathered Display,0.01913,357,165588
970,Oily Connector,0.00725,499,134180
971,Water-stained Display,0.06752,289,293592
972,Unusual Actuator,0.03954,236,219572
973,Odd Pinion,0.06242,412,280091
974,Extraordinary Processor,0.90413,2348,2506359
975,Advanced Torquer,0.56463,2168,1608417
976,Extraordinary Torquer,0.76485,2618,2137981
977,Rusty Chip,0.0366,348,211813
978,Corroded Belting,0.08106,442,329391
979,Bent Radiator,0.29843,1031,904327
980,Bent Belt,0.05607,252,263307
981,Unusual Bearing,0.1924,756,623888
982,Oily Sprockets,0.17171,771,569170
983,Extraordinary Pneumatics,0.45921,2639,1329577
984,Repurposed Storage Unit,0.24805,771,771064
985,Humming Reservoir,0.04996,477,247149
986,Oily Board,0.18269,732,598198
987,Crusty Display,0.06327,372,282343
988,Greasy Belt,0.05289,201,254902
989,Oily Plating,0.04599,271,236648
990,Greasy Storage Unit,0.2424,953,756137
991,Repurposed Cog,0.01907,452,165440
992,Sparking Heat Pipes,0.26643,623,819692
993,Corroded Seal,0.18235,983,597306
994,Well-preserved Processor,0.50791,1433,1458373
995,Water-stained Chip,0.07983,207,326144
996,Buzzing Casing,0.03427,486,205652
997,Damaged Pump,0.2483,711,771723
998,Crusty Pinion,0.06885,212,297102
999,Intact Processor,0.73117,1625,2048880
1000,Well-preserved Pneumatics,0.50344,1885,1446573
1001,High-tech Pneumatics,0.75905,2158,2122644
1002,Oily Heat Pipes,0.03169,293,198821
1003,Bent Display,0.16142,1088,541944
1004,Oily Tank,0.17543,984,579010
1005,Pitted Heat Pipes,0.05662,390,264748
1006,Corroded Sprockets,0.00237,213,121259
1007,Oily Chip,0.04939,463,245646
1008,Tarnished Thruster,0.05035,225,248180
1009,High-tech Torquer,0.77506,2044,2164983
1010,Rusty Pinion,0.08404,399,337277
1011,Blackened Pump,0.0393,311,218942
1012,Rusty Crank,0.04237,244,227056
1013,Buzzing Radiator,0.00306,289,123099
1014,Tarnished Thruster,0.261,632,805316
1015,Dirty Heat Pipes,0.25709,964,794984
1016,Dirty Booster,0.07919,480,324447
1017,Oily Thruster,0.29703,1083,900628
1018,Chewed Bearing,0.03431,204,205760
1019,Buzzing Casing,0.00276,395,122291
1020,Oily Belt,0.04734,298,240223
1021,Buzzing Connector,0.21983,823,696442
1022,Oily Bearing,0.05419,363,258329
1023,Humming Radiator,0.00444,427,126742
1024,Tarnished Ballute,0.05533,368,261352
1025,Water-stained Bearing,0.25354,821,785588
1026,Intact Pneumatics,0.73191,2238,2050855
1027,Water-stained Sprockets,0.17232,789,570766
1028,Damaged Cog,0.17698,762,583097
1029,Unusual Gear,0.20914,947,668171
1030,Sparking Cylinders,0.04315,491,229127
1031,Corroded Gear,0.04106,288,223596
1032,Repurposed Pinion,0.00995,446,141316
1033,Weathered Cog,0.01328,497,150132
1034,Odd Display,0.29043,1049,883155
1035,Weathered Booster,0.05047,462,248489
1036,Greasy Belt,0.08618,498,342941
1037,Weathered Actuator,0.04324,468,229357
1038,Corroded Valves,0.2559,913,791841
1039,Crusty Sprockets,0.27705,1033,847775
1040,Intricate Hydraulics,0.76281,2999,2132575
1041,Oily Circuits,0.05804,256,268513
1042,Weathered Plug,0.28997,968,881952
1043,Odd Belt,0.02513,435,181470
1044,Bent Heat Pipes,0.02762,335,188066
1045,Oily Radiator,0.31341,997,943957
1046,Water-stained Pump,0.03565,445,209285
1047,Intact Gyroscope,0.80935,1535,2255668
1048,Rusty Ballute,0.07099,256,302752
1049,Oily Ballute,0.07445,329,311903
1050,Chewed Cylinders,0.02881,345,191210
1051,Pitted Board,0.0083,318,136954
1052,Intricate Pneumatics,0.63179,2114,1786039
1053,Unusual Belt,0.0301,440,194600
1054,Advanced Pneumatics,0.91621,1511,2538315
1055,Weathered Cylinders,0.30398,1084,918998
1056,Odd Connector,0.00321,481,123496
1057,Odd Plating,0.05422,496,258399
1058,Humming Ballute,0.00996,378,141341
1059,Water-stained Thruster,0.08654,281,343885
1060,Unusual Pistons,0.06648,210,290841
1061,Intricate Pneumatics,0.95337,2592,2636603
1062,Crusty Cylinders,0.21381,965,680520
1063,Pitted Pinion,0.07947,216,325195
1064,Tarnished Sprockets,0.04678,314,238727
1065,Water-stained Plating,0.06056,210,275182
1066,Greasy Seal,0.1803,693,591882
1067,Blackened Thruster,0.22234,821,703074
1068,Odd Reservoir,0.0559,482,262863
1069,Buzzing Pistons,0.03875,453,217496
1070,Blackened Booster,0.04609,317,236906
1071,Odd Cylinders,0.21111,612,673383
1072,Corroded Belting,0.01931,283,166068
1073,Experimental Regulator,0.85119,1833,2366328
1074,Pitted Heat Pipes,0.06957,211,299017
1075,Damaged Sensor,0.04344,361,229908
1076,Chewed Circuits,0.08509,205,340058
1077,Intricate Accelerometer,0.8801,1540,2442789
1078,Chewed Cog,0.28809,1082,876964
1079,Sparking Belt,0.20064,667,645679
1080,Water-stained Tank,0.08671,490,344343
1081,Tarnished Sensor,0.02905,460,191839
1082,Well-preserved Gyroscope,0.88915,2841,2466748
1083,Bent Storage Unit,0.20537,684,658201
1084,Chewed Sensor,0.22047,847,698131
1085,Crusty Chip,0.02306,453,175992
1086,Buzzing Board,0.04587,365,236315
1087,Corroded Valves,0.31899,1021,958714
1088,Corroded Crank,0.23746,1067,743064
1089,Damaged Belt,0.06983,223,299702
1090,Intricate Hydraulics,0.46684,2054,1349752
1091,High-tech Torquer,0.94272,1661,2608426
1092,Unusual Inlet,0.30387,706,918713
1093,Chewed Belting,0.07872,407,323214
1094,Chewed Sprockets,0.04014,291,221178
1095,Advanced Regulator,0.95913,2314,2651839
1096,Chewed Circuits,0.00109,201,117889
1097,Humming Ballute,0.02935,354,192637
1098,Greasy Chip,0.13109,615,461726
1099,Crusty Circuits,0.04632,499,237525
1100,Humming Crank,0.31779,1080,955541
1101,Chewed Circuits,0.00829,481,136930
1102,Fused Plug,0.28192,1056,860645
1103,Experimental Gyroscope,0.97502,1822,2693853
1104,Fused Tank,0.20263,736,650944
1105,Blackened Storage Unit,0.07314,310,308463
1106,Fused Heat Pipes,0.04422,478,231951
1107,Greasy Tank,0.01781,282,162106
1108,Sparking Valves,0.03609,330,210460
1109,Humming Compressor,0.01849,320,163917
1110,Humming Inlet,0.02463,467,180156
1111,Damaged Radiator,0.13136,871,462449
1112,Greasy Reservoir,0.01558,402,156199
1113,Blackened Compressor,0.04602,201,236722
1114,Well-preserved Pneumatics,0.80686,2696,2249093
1115,Repurposed Valves,0.2188,885,693698
1116,Dirty Chip,0.28056,916,857055
1117,Buzzing Crank,0.04964,293,246303
1118,Bent Cog,0.05285,398,254773
1119,Oily Belt,0.058,467,268415
1120,Blackened Display,0.02278,211,175246
1121,Bent Board,0.05994,337,273535
1122,Greasy Belt,0.03456,248,206421
1123,Rusty Compressor,0.16107,643,541009
1124,Pitted Heat Pipes,0.14475,773,497843
1125,Extraordinary Regulator,0.93533,2224,2588870
1126,Humming Compressor,0.18686,621,609232
1127,Weathered Connector,0.00917,430,139255
1128,Chewed Sensor,0.0069,277,133243
1129,Bent Bearing,0.01143,202,145227
1130,Repurposed Crank,0.08441,495,338254
1131,Tarnished Radiator,0.00276,455,122307
1132,Well-preserved Processor,0.96151,1416,2658112
